Netherlands,U.A.E.,2014-03-17,T20I,Sylhet,won,6 wickets,lost,2nd,152,4,18.5,8.07
Hong Kong,Afghanistan,2014-03-18,T20I,Chattogram,lost,7 wickets,won,1st,153,8,20,7.65
Afghanistan,Hong Kong,2014-03-18,T20I,Chattogram,won,7 wickets,lost,2nd,154,3,18,8.55
Nepal,Bangladesh,2014-03-18,T20I,Chattogram,lost,8 wickets,lost,1st,126,5,20,6.3
Bangladesh,Nepal,2014-03-18,T20I,Chattogram,won,8 wickets,won,2nd,132,2,15.3,8.51
Netherlands,Zimbabwe,2014-03-19,T20I,Sylhet,lost,5 wickets,won,1st,140,5,20,7
Zimbabwe,Netherlands,2014-03-19,T20I,Sylhet,won,5 wickets,lost,2nd,146,5,20,7.3
U.A.E.,Ireland,2014-03-19,T20I,Sylhet,lost,21 runs,lost,1st,123,6,20,6.15
Ireland,U.A.E.,2014-03-19,T20I,Sylhet,won,21 runs,won,2nd,103,3,14.2,7.18
Nepal,Afghanistan,2014-03-20,T20I,Chattogram,won,9 runs,lost,1st,141,5,20,7.05
Afghanistan,Nepal,2014-03-20,T20I,Chattogram,lost,9 runs,won,2nd,132,8,20,6.6
Bangladesh,Hong Kong,2014-03-20,T20I,Chattogram,lost,2 wickets,lost,1st,108,10,16.3,6.54
Hong Kong,Bangladesh,2014-03-20,T20I,Chattogram,won,2 wickets,won,2nd,114,8,19.4,5.79
U.A.E.,Zimbabwe,2014-03-21,T20I,Sylhet,lost,5 wickets,lost,1st,116,9,20,5.8
Zimbabwe,U.A.E.,2014-03-21,T20I,Sylhet,won,5 wickets,won,2nd,118,5,13.4,8.63
Ireland,Netherlands,2014-03-21,T20I,Sylhet,lost,6 wickets,lost,1st,189,4,20,9.45
Netherlands,Ireland,2014-03-21,T20I,Sylhet,won,6 wickets,won,2nd,193,4,13.5,13.95
Pakistan,India,2014-03-21,T20I,Mirpur,lost,7 wickets,lost,1st,130,7,20,6.5
India,Pakistan,2014-03-21,T20I,Mirpur,won,7 wickets,won,2nd,131,3,18.3,7.08
Sri Lanka,South Africa,2014-03-22,T20I,Chattogram,won,5 runs,won,1st,165,7,20,8.25
South Africa,Sri Lanka,2014-03-22,T20I,Chattogram,lost,5 runs,lost,2nd,160,8,20,8
England,New Zealand,2014-03-22,T20I,Chattogram,lost,9 runs,lost,1st,172,6,20,8.6
New Zealand,England,2014-03-22,T20I,Chattogram,won,9 runs,won,2nd,52,1,5.2,9.75
Pakistan,Australia,2014-03-23,T20I,Mirpur,won,16 runs,lost,1st,191,5,20,9.55
Australia,Pakistan,2014-03-23,T20I,Mirpur,lost,16 runs,won,2nd,175,10,20,8.75
West Indies,India,2014-03-23,T20I,Mirpur,lost,7 wickets,lost,1st,129,7,20,6.45
India,West Indies,2014-03-23,T20I,Mirpur,won,7 wickets,won,2nd,130,3,19.4,6.61
South Africa,New Zealand,2014-03-24,T20I,Chattogram,won,2 runs,lost,1st,170,6,20,8.5
New Zealand,South Africa,2014-03-24,T20I,Chattogram,lost,2 runs,won,2nd,168,8,20,8.4
Netherlands,Sri Lanka,2014-03-24,T20I,Chattogram,lost,9 wickets,lost,1st,39,10,10.3,3.71
Sri Lanka,Netherlands,2014-03-24,T20I,Chattogram,won,9 wickets,won,2nd,40,1,5,8
West Indies,Bangladesh,2014-03-25,T20I,Mirpur,won,73 runs,lost,1st,171,7,20,8.55
Bangladesh,West Indies,2014-03-25,T20I,Mirpur,lost,73 runs,won,2nd,98,10,19.1,5.11
South Africa,Netherlands,2014-03-27,T20I,Chattogram,won,6 runs,lost,1st,145,9,20,7.25
Netherlands,South Africa,2014-03-27,T20I,Chattogram,lost,6 runs,won,2nd,139,10,18.4,7.44
Sri Lanka,England,2014-03-27,T20I,Chattogram,lost,6 wickets,lost,1st,189,4,20,9.45
England,Sri Lanka,2014-03-27,T20I,Chattogram,won,6 wickets,won,2nd,190,4,19.2,9.82
Australia,West Indies,2014-03-28,T20I,Mirpur,lost,6 wickets,won,1st,178,8,20,8.9
West Indies,Australia,2014-03-28,T20I,Mirpur,won,6 wickets,lost,2nd,179,4,19.4,9.1
Bangladesh,India,2014-03-28,T20I,Mirpur,lost,8 wickets,lost,1st,138,7,20,6.9
India,Bangladesh,2014-03-28,T20I,Mirpur,won,8 wickets,won,2nd,141,2,18.3,7.62
Netherlands,New Zealand,2014-03-29,T20I,Chattogram,lost,6 wickets,lost,1st,151,4,20,7.55
New Zealand,Netherlands,2014-03-29,T20I,Chattogram,won,6 wickets,won,2nd,152,4,19,8
South Africa,England,2014-03-29,T20I,Chattogram,won,3 runs,lost,1st,196,5,20,9.8
England,South Africa,2014-03-29,T20I,Chattogram,lost,3 runs,won,2nd,193,7,20,9.65
Pakistan,Bangladesh,2014-03-30,T20I,Mirpur,won,50 runs,won,1st,190,5,20,9.5
Bangladesh,Pakistan,2014-03-30,T20I,Mirpur,lost,50 runs,lost,2nd,140,7,20,7
India,Australia,2014-03-30,T20I,Mirpur,won,73 runs,lost,1st,159,7,20,7.95
Australia,India,2014-03-30,T20I,Mirpur,lost,73 runs,won,2nd,86,10,16.2,5.26
Netherlands,England,2014-03-31,T20I,Chattogram,won,45 runs,lost,1st,133,5,20,6.65
England,Netherlands,2014-03-31,T20I,Chattogram,lost,45 runs,won,2nd,88,10,17.4,4.98
Sri Lanka,New Zealand,2014-03-31,T20I,Chattogram,won,59 runs,lost,1st,119,10,19.2,6.15
New Zealand,Sri Lanka,2014-03-31,T20I,Chattogram,lost,59 runs,won,2nd,60,10,15.3,3.87
Bangladesh,Australia,2014-04-01,T20I,Mirpur,lost,7 wickets,won,1st,153,5,20,7.65
Australia,Bangladesh,2014-04-01,T20I,Mirpur,won,7 wickets,lost,2nd,158,3,17.3,9.02
West Indies,Pakistan,2014-04-01,T20I,Mirpur,won,84 runs,won,1st,166,6,20,8.3
Pakistan,West Indies,2014-04-01,T20I,Mirpur,lost,84 runs,lost,2nd,82,10,17.5,4.59
Sri Lanka,West Indies,2014-04-03,T20I,Mirpur,won,27 runs,won,1st,160,6,20,8
West Indies,Sri Lanka,2014-04-03,T20I,Mirpur,lost,27 runs,lost,2nd,80,4,13.5,5.78
South Africa,India,2014-04-04,T20I,Mirpur,lost,6 wickets,won,1st,172,4,20,8.6
India,South Africa,2014-04-04,T20I,Mirpur,won,6 wickets,lost,2nd,176,4,19.1,9.18
India,Sri Lanka,2014-04-06,T20I,Mirpur,lost,6 wickets,lost,1st,130,4,20,6.5
Sri Lanka,India,2014-04-06,T20I,Mirpur,won,6 wickets,won,2nd,134,4,17.5,7.51
Sri Lanka,England,2014-05-20,T20I,The Oval,won,9 runs,lost,1st,183,7,20,9.15
England,Sri Lanka,2014-05-20,T20I,The Oval,lost,9 runs,won,2nd,174,7,20,8.7
West Indies,New Zealand,2014-07-05,T20I,Roseau,lost,12 runs,lost,1st,132,8,18,7.33
New Zealand,West Indies,2014-07-05,T20I,Roseau,won,12 runs,won,2nd,117,4,15,7.8
West Indies,New Zealand,2014-07-06,T20I,Roseau,won,39 runs,lost,1st,165,6,20,8.25
New Zealand,West Indies,2014-07-06,T20I,Roseau,lost,39 runs,won,2nd,126,10,19.1,6.57
England,India,2014-09-07,T20I,Birmingham,won,3 runs,won,1st,180,7,20,9
India,England,2014-09-07,T20I,Birmingham,lost,3 runs,lost,2nd,177,5,20,8.85
Pakistan,Australia,2014-10-05,T20I,Dubai (DICS),lost,6 wickets,won,1st,96,9,20,4.8
Australia,Pakistan,2014-10-05,T20I,Dubai (DICS),won,6 wickets,lost,2nd,97,4,14,6.92
Australia,South Africa,2014-11-05,T20I,Adelaide,lost,7 wickets,won,1st,144,6,20,7.2
South Africa,Australia,2014-11-05,T20I,Adelaide,won,7 wickets,lost,2nd,145,3,19,7.63
South Africa,Australia,2014-11-07,T20I,Melbourne,lost,7 wickets,won,1st,101,7,20,5.05
Australia,South Africa,2014-11-07,T20I,Melbourne,won,7 wickets,lost,2nd,102,3,12.4,8.05
South Africa,Australia,2014-11-09,T20I,Sydney,lost,2 wickets,lost,1st,145,6,20,7.25
Australia,South Africa,2014-11-09,T20I,Sydney,won,2 wickets,won,2nd,146,8,19.5,7.36
Nepal,Hong Kong,2014-11-24,T20I,Colombo (PSS),lost,2 wickets,lost,1st,72,10,20,3.6
Hong Kong,Nepal,2014-11-24,T20I,Colombo (PSS),won,2 wickets,won,2nd,73,8,19.5,3.68
New Zealand,Pakistan,2014-12-04,T20I,Dubai (DICS),lost,7 wickets,lost,1st,135,7,20,6.75
Pakistan,New Zealand,2014-12-04,T20I,Dubai (DICS),won,7 wickets,won,2nd,140,3,19.1,7.3
Malta,Belgium,2022-06-11,T20I,Gent,lost,84 runs,lost,2nd,122,8,20,6.1
New Zealand,Pakistan,2014-12-05,T20I,Dubai (DICS),won,17 runs,lost,1st,144,8,20,7.2
Pakistan,New Zealand,2014-12-05,T20I,Dubai (DICS),lost,17 runs,won,2nd,127,10,18.5,6.74
South Africa,West Indies,2015-01-09,T20I,Cape Town,lost,4 wickets,won,1st,165,4,20,8.25
West Indies,South Africa,2015-01-09,T20I,Cape Town,won,4 wickets,lost,2nd,168,6,19.2,8.68
South Africa,West Indies,2015-01-11,T20I,Johannesburg,lost,4 wickets,lost,1st,231,7,20,11.55
West Indies,South Africa,2015-01-11,T20I,Johannesburg,won,4 wickets,won,2nd,236,6,19.2,12.2
South Africa,West Indies,2015-01-14,T20I,Durban,won,69 runs,lost,1st,195,3,20,9.75
West Indies,South Africa,2015-01-14,T20I,Durban,lost,69 runs,won,2nd,126,10,19,6.63
Pakistan,Bangladesh,2015-04-24,T20I,Mirpur,lost,7 wickets,won,1st,141,5,20,7.05
Bangladesh,Pakistan,2015-04-24,T20I,Mirpur,won,7 wickets,lost,2nd,143,3,16.2,8.75
Zimbabwe,Pakistan,2015-05-22,T20I,Lahore,lost,5 wickets,won,1st,172,6,20,8.6
Pakistan,Zimbabwe,2015-05-22,T20I,Lahore,won,5 wickets,lost,2nd,173,5,19.3,8.87
Zimbabwe,Pakistan,2015-05-24,T20I,Lahore,lost,2 wickets,won,1st,175,3,20,8.75
Pakistan,Zimbabwe,2015-05-24,T20I,Lahore,won,2 wickets,lost,2nd,176,8,19.4,8.94
Ireland,Scotland,2015-06-18,T20I,Bready,lost,6 wickets,won,1st,146,5,20,7.3
Scotland,Ireland,2015-06-18,T20I,Bready,won,6 wickets,lost,2nd,150,4,16.1,9.27
Ireland,Scotland,2015-06-20,T20I,Bready,lost,6 wickets,lost,1st,166,6,20,8.3
Scotland,Ireland,2015-06-20,T20I,Bready,won,6 wickets,won,2nd,167,4,18.1,9.19
England,New Zealand,2015-06-23,T20I,Manchester,won,56 runs,won,1st,191,7,20,9.55
New Zealand,England,2015-06-23,T20I,Manchester,lost,56 runs,lost,2nd,135,10,16.2,8.26
Netherlands,Nepal,2015-06-30,T20I,Amstelveen,won,18 runs,won,1st,134,5,20,6.7
Nepal,Netherlands,2015-06-30,T20I,Amstelveen,lost,18 runs,lost,2nd,116,7,20,5.8
Netherlands,Nepal,2015-07-01,T20I,Amstelveen,won,103 runs,lost,1st,172,4,20,8.6
Nepal,Netherlands,2015-07-01,T20I,Amstelveen,lost,103 runs,won,2nd,69,10,17.4,3.9
Netherlands,Nepal,2015-07-02,T20I,Rotterdam,won,18 runs,won,1st,149,6,20,7.45
Nepal,Netherlands,2015-07-02,T20I,Rotterdam,lost,18 runs,lost,2nd,131,9,20,6.55
Netherlands,Nepal,2015-07-03,T20I,Rotterdam,lost,3 wickets,won,1st,139,7,20,6.95
Nepal,Netherlands,2015-07-03,T20I,Rotterdam,won,3 wickets,lost,2nd,141,7,19.4,7.16
South Africa,Bangladesh,2015-07-05,T20I,Mirpur,won,52 runs,won,1st,148,4,20,7.4
Bangladesh,South Africa,2015-07-05,T20I,Mirpur,lost,52 runs,lost,2nd,96,10,18.5,5.09
South Africa,Bangladesh,2015-07-07,T20I,Mirpur,won,31 runs,won,1st,169,4,20,8.45
Bangladesh,South Africa,2015-07-07,T20I,Mirpur,lost,31 runs,lost,2nd,138,10,19.2,7.13
U.A.E.,Scotland,2015-07-09,T20I,Edinburgh,lost,9 wickets,lost,1st,109,10,18.1,6
Scotland,U.A.E.,2015-07-09,T20I,Edinburgh,won,9 wickets,won,2nd,110,1,10,11
Afghanistan,Netherlands,2015-07-09,T20I,Edinburgh,won,32 runs,lost,1st,162,7,20,8.1
Netherlands,Afghanistan,2015-07-09,T20I,Edinburgh,lost,32 runs,won,2nd,130,10,19.4,6.61
U.A.E.,Afghanistan,2015-07-10,T20I,Edinburgh,lost,8 wickets,won,1st,164,6,20,8.2
Afghanistan,U.A.E.,2015-07-10,T20I,Edinburgh,won,8 wickets,lost,2nd,168,2,17.2,9.69
Netherlands,Scotland,2015-07-11,T20I,Edinburgh,won,32 runs,won,1st,191,6,20,9.55
Scotland,Netherlands,2015-07-11,T20I,Edinburgh,lost,32 runs,lost,2nd,159,10,19.5,8.01
U.A.E.,Netherlands,2015-07-12,T20I,Edinburgh,lost,7 wickets,lost,1st,119,7,20,5.95
Netherlands,U.A.E.,2015-07-12,T20I,Edinburgh,won,7 wickets,won,2nd,125,3,17.1,7.28
Afghanistan,Scotland,2015-07-12,T20I,Edinburgh,won,37 runs,won,1st,210,5,20,10.5
Scotland,Afghanistan,2015-07-12,T20I,Edinburgh,lost,37 runs,lost,2nd,173,10,19.2,8.94
Nepal,Ireland,2015-07-13,T20I,Belfast,lost,8 wickets,lost,1st,53,10,14.3,3.65
Ireland,Nepal,2015-07-13,T20I,Belfast,won,8 wickets,won,2nd,54,2,8,6.75
Ireland,P.N.G.,2015-07-15,T20I,Belfast,lost,2 wickets,won,1st,123,9,20,6.15
P.N.G.,Ireland,2015-07-15,T20I,Belfast,won,2 wickets,lost,2nd,124,8,18.5,6.58
Nepal,Hong Kong,2015-07-15,T20I,Belfast,lost,5 wickets,lost,1st,109,10,20,5.45
Hong Kong,Nepal,2015-07-15,T20I,Belfast,won,5 wickets,won,2nd,110,5,19.1,5.73
Nepal,P.N.G.,2015-07-17,T20I,Dublin (Malahide),lost,8 wickets,lost,1st,93,10,19.4,4.72
P.N.G.,Nepal,2015-07-17,T20I,Dublin (Malahide),won,8 wickets,won,2nd,99,2,14.1,6.98
India,Zimbabwe,2015-07-17,T20I,Harare,won,54 runs,won,1st,178,5,20,8.9
Zimbabwe,India,2015-07-17,T20I,Harare,lost,54 runs,lost,2nd,124,7,20,6.2
Hong Kong,Ireland,2015-07-17,T20I,Dublin (Malahide),won,5 runs,lost,1st,129,8,20,6.45
Ireland,Hong Kong,2015-07-17,T20I,Dublin (Malahide),lost,5 runs,won,2nd,124,8,20,6.2
Zimbabwe,India,2015-07-19,T20I,Harare,won,10 runs,won,1st,145,7,20,7.25
India,Zimbabwe,2015-07-19,T20I,Harare,lost,10 runs,lost,2nd,135,9,20,6.75
Afghanistan,Hong Kong,2015-07-21,T20I,Dublin (Malahide),lost,5 wickets,won,1st,161,7,20,8.05
Hong Kong,Afghanistan,2015-07-21,T20I,Dublin (Malahide),won,5 wickets,lost,2nd,162,5,20,8.1
P.N.G.,Afghanistan,2015-07-23,T20I,Dublin (Malahide),lost,6 wickets,won,1st,127,6,20,6.35
Afghanistan,P.N.G.,2015-07-23,T20I,Dublin (Malahide),won,6 wickets,lost,2nd,128,4,18.2,6.98
Hong Kong,Scotland,2015-07-25,T20I,Dublin (Malahide),lost,5 wickets,lost,1st,116,10,19.4,5.89
Scotland,Hong Kong,2015-07-25,T20I,Dublin (Malahide),won,5 wickets,won,2nd,117,5,12.2,9.48
Oman,Afghanistan,2015-07-25,T20I,Dublin,lost,5 wickets,lost,1st,127,9,20,6.35
Afghanistan,Oman,2015-07-25,T20I,Dublin,won,5 wickets,won,2nd,130,5,18.5,6.9
Ireland,Netherlands,2015-07-25,T20I,Dublin (Malahide),lost,5 wickets,lost,1st,128,10,19.5,6.45
Netherlands,Ireland,2015-07-25,T20I,Dublin (Malahide),won,5 wickets,won,2nd,129,5,18.1,7.1
Pakistan,Sri Lanka,2015-07-30,T20I,Colombo (RPS),won,29 runs,won,1st,175,5,20,8.75
Sri Lanka,Pakistan,2015-07-30,T20I,Colombo (RPS),lost,29 runs,lost,2nd,146,7,20,7.3
Sri Lanka,Pakistan,2015-08-01,T20I,Colombo (RPS),lost,1 wickets,won,1st,172,7,20,8.6
Pakistan,Sri Lanka,2015-08-01,T20I,Colombo (RPS),won,1 wickets,lost,2nd,174,9,19.2,9
New Zealand,Zimbabwe,2015-08-09,T20I,Harare,won,80 runs,lost,1st,198,5,20,9.9
Zimbabwe,New Zealand,2015-08-09,T20I,Harare,lost,80 runs,won,2nd,118,8,20,5.9
New Zealand,South Africa,2015-08-14,T20I,Durban,lost,6 wickets,lost,1st,151,8,20,7.55
South Africa,New Zealand,2015-08-14,T20I,Durban,won,6 wickets,won,2nd,152,4,17.5,8.52
New Zealand,South Africa,2015-08-16,T20I,Centurion,won,32 runs,won,1st,177,7,20,8.85
South Africa,New Zealand,2015-08-16,T20I,Centurion,lost,32 runs,lost,2nd,145,8,20,7.25
England,Australia,2015-08-31,T20I,Cardiff,won,5 runs,lost,1st,182,5,20,9.1
Australia,England,2015-08-31,T20I,Cardiff,lost,5 runs,won,2nd,177,8,20,8.85
Pakistan,Zimbabwe,2015-09-27,T20I,Harare,won,13 runs,won,1st,136,8,20,6.8
Zimbabwe,Pakistan,2015-09-27,T20I,Harare,lost,13 runs,lost,2nd,123,9,20,6.15
Pakistan,Zimbabwe,2015-09-29,T20I,Harare,won,15 runs,won,1st,136,6,20,6.8
Zimbabwe,Pakistan,2015-09-29,T20I,Harare,lost,15 runs,lost,2nd,121,7,20,6.05
India,South Africa,2015-10-02,T20I,Dharamsala,lost,7 wickets,lost,1st,199,5,20,9.95
South Africa,India,2015-10-02,T20I,Dharamsala,won,7 wickets,won,2nd,200,3,19.4,10.16
India,South Africa,2015-10-05,T20I,Cuttack,lost,6 wickets,lost,1st,92,10,17.2,5.3
South Africa,India,2015-10-05,T20I,Cuttack,won,6 wickets,won,2nd,96,4,17.1,5.59
Zimbabwe,Afghanistan,2015-10-26,T20I,Bulawayo,lost,6 wickets,won,1st,153,5,20,7.65
Afghanistan,Zimbabwe,2015-10-26,T20I,Bulawayo,won,6 wickets,lost,2nd,154,4,19.1,8.03
Zimbabwe,Afghanistan,2015-10-28,T20I,Bulawayo,lost,5 wickets,won,1st,190,7,20,9.5
Afghanistan,Zimbabwe,2015-10-28,T20I,Bulawayo,won,5 wickets,lost,2nd,191,5,19.5,9.63
Sri Lanka,West Indies,2015-11-09,T20I,Pallekele,won,30 runs,lost,1st,215,3,20,10.75
West Indies,Sri Lanka,2015-11-09,T20I,Pallekele,lost,30 runs,won,2nd,185,10,19.5,9.32
West Indies,Sri Lanka,2015-11-11,T20I,Colombo (RPS),won,23 runs,won,1st,162,6,20,8.1
Sri Lanka,West Indies,2015-11-11,T20I,Colombo (RPS),lost,23 runs,lost,2nd,139,10,20,6.95
Zimbabwe,Bangladesh,2015-11-13,T20I,Mirpur,lost,4 wickets,lost,1st,131,10,19.3,6.71
Bangladesh,Zimbabwe,2015-11-13,T20I,Mirpur,won,4 wickets,won,2nd,136,6,17.4,7.69
Bangladesh,Zimbabwe,2015-11-15,T20I,Mirpur,lost,3 wickets,won,1st,135,9,20,6.75
Zimbabwe,Bangladesh,2015-11-15,T20I,Mirpur,won,3 wickets,lost,2nd,136,7,19.5,6.85
Hong Kong,Oman,2015-11-21,T20I,Abu Dhabi,lost,6 wickets,lost,1st,106,9,20,5.3
Oman,Hong Kong,2015-11-21,T20I,Abu Dhabi,won,6 wickets,won,2nd,107,4,18.3,5.78
Oman,U.A.E.,2015-11-22,T20I,Abu Dhabi,lost,7 wickets,lost,1st,133,8,20,6.65
U.A.E.,Oman,2015-11-22,T20I,Abu Dhabi,won,7 wickets,won,2nd,134,3,18.2,7.3
Oman,Hong Kong,2015-11-25,T20I,Abu Dhabi,won,4 runs,lost,1st,131,6,20,6.55
Hong Kong,Oman,2015-11-25,T20I,Abu Dhabi,lost,4 runs,won,2nd,127,10,19.5,6.4
Oman,Hong Kong,2015-11-26,T20I,Abu Dhabi,lost,8 wickets,lost,1st,149,4,20,7.45
Hong Kong,Oman,2015-11-26,T20I,Abu Dhabi,won,8 wickets,won,2nd,155,2,18.3,8.37
England,Pakistan,2015-11-26,T20I,Dubai (DICS),won,14 runs,won,1st,160,5,20,8
Pakistan,England,2015-11-26,T20I,Dubai (DICS),lost,14 runs,lost,2nd,146,10,20,7.3
England,Pakistan,2015-11-27,T20I,Dubai (DICS),won,3 runs,won,1st,172,8,20,8.6
Pakistan,England,2015-11-27,T20I,Dubai (DICS),lost,3 runs,lost,2nd,169,8,20,8.45
Afghanistan,Hong Kong,2015-11-28,T20I,Abu Dhabi,lost,4 wickets,won,1st,162,6,20,8.1
Hong Kong,Afghanistan,2015-11-28,T20I,Abu Dhabi,won,4 wickets,lost,2nd,166,6,19.4,8.44
Afghanistan,Oman,2015-11-29,T20I,Abu Dhabi,won,27 runs,lost,1st,159,8,20,7.95
Oman,Afghanistan,2015-11-29,T20I,Abu Dhabi,lost,27 runs,won,2nd,132,10,18.1,7.26
Afghanistan,Oman,2015-11-30,T20I,Abu Dhabi,won,12 runs,lost,1st,160,4,20,8
Oman,Afghanistan,2015-11-30,T20I,Abu Dhabi,lost,12 runs,won,2nd,148,8,20,7.4
England,Pakistan,2015-11-30,T20I,Sharjah,tied,-,won,1st,154,8,20,7.7
Pakistan,England,2015-11-30,T20I,Sharjah,tied,-,lost,2nd,154,7,20,7.7
New Zealand,Sri Lanka,2016-01-07,T20I,Mount Maunganui,won,3 runs,lost,1st,182,4,20,9.1
Sri Lanka,New Zealand,2016-01-07,T20I,Mount Maunganui,lost,3 runs,won,2nd,179,9,20,8.95
Afghanistan,Zimbabwe,2016-01-08,T20I,Sharjah,won,5 runs,won,1st,187,7,20,9.35
Zimbabwe,Afghanistan,2016-01-08,T20I,Sharjah,lost,5 runs,lost,2nd,182,7,20,9.1
Sri Lanka,New Zealand,2016-01-10,T20I,Auckland,lost,9 wickets,lost,1st,142,8,20,7.1
New Zealand,Sri Lanka,2016-01-10,T20I,Auckland,won,9 wickets,won,2nd,147,1,10,14.7
Afghanistan,Zimbabwe,2016-01-10,T20I,Sharjah,won,81 runs,lost,1st,215,6,20,10.75
Zimbabwe,Afghanistan,2016-01-10,T20I,Sharjah,lost,81 runs,won,2nd,134,10,18.1,7.37
Pakistan,New Zealand,2016-01-15,T20I,Auckland,won,16 runs,lost,1st,171,8,20,8.55
New Zealand,Pakistan,2016-01-15,T20I,Auckland,lost,16 runs,won,2nd,155,10,20,7.75
Zimbabwe,Bangladesh,2016-01-15,T20I,Khulna,lost,4 wickets,won,1st,163,7,20,8.15
Bangladesh,Zimbabwe,2016-01-15,T20I,Khulna,won,4 wickets,lost,2nd,166,6,18.4,8.89
Pakistan,New Zealand,2016-01-17,T20I,Hamilton,lost,10 wickets,won,1st,168,7,20,8.4
New Zealand,Pakistan,2016-01-17,T20I,Hamilton,won,10 wickets,lost,2nd,171,0,17.4,9.67
Bangladesh,Zimbabwe,2016-01-17,T20I,Khulna,won,42 runs,won,1st,167,3,20,8.35
Zimbabwe,Bangladesh,2016-01-17,T20I,Khulna,lost,42 runs,lost,2nd,125,8,20,6.25
Zimbabwe,Bangladesh,2016-01-20,T20I,Khulna,won,31 runs,won,1st,187,6,20,9.35
Bangladesh,Zimbabwe,2016-01-20,T20I,Khulna,lost,31 runs,lost,2nd,156,6,20,7.8
New Zealand,Pakistan,2016-01-22,T20I,Wellington,won,95 runs,lost,1st,196,5,20,9.8
Pakistan,New Zealand,2016-01-22,T20I,Wellington,lost,95 runs,won,2nd,101,10,16.1,6.24
Zimbabwe,Bangladesh,2016-01-22,T20I,Khulna,won,18 runs,won,1st,180,4,20,9
Bangladesh,Zimbabwe,2016-01-22,T20I,Khulna,lost,18 runs,lost,2nd,162,10,19,8.52
India,Australia,2016-01-26,T20I,Adelaide,won,37 runs,lost,1st,188,3,20,9.4
Australia,India,2016-01-26,T20I,Adelaide,lost,37 runs,won,2nd,151,10,19.3,7.74
India,Australia,2016-01-29,T20I,Melbourne,won,27 runs,lost,1st,184,3,20,9.2
Australia,India,2016-01-29,T20I,Melbourne,lost,27 runs,won,2nd,157,8,20,7.85
Scotland,Hong Kong,2016-01-30,T20I,Mong Kok,lost,9 wickets,lost,1st,66,7,10,6.6
Hong Kong,Scotland,2016-01-30,T20I,Mong Kok,won,9 wickets,won,2nd,72,1,6.2,11.36
Scotland,Hong Kong,2016-01-31,T20I,Mong Kok,won,37 runs,lost,1st,161,9,20,8.05
Hong Kong,Scotland,2016-01-31,T20I,Mong Kok,lost,37 runs,won,2nd,124,10,18.4,6.64
Australia,India,2016-01-31,T20I,Sydney,lost,7 wickets,won,1st,197,5,20,9.85
India,Australia,2016-01-31,T20I,Sydney,won,7 wickets,lost,2nd,200,3,20,10
Netherlands,U.A.E.,2016-02-03,T20I,ICCA Dubai,won,84 runs,lost,1st,157,5,20,7.85
U.A.E.,Netherlands,2016-02-03,T20I,ICCA Dubai,lost,84 runs,won,2nd,73,10,16.4,4.38
U.A.E.,Scotland,2016-02-04,T20I,ICCA Dubai,won,9 runs,won,1st,148,8,20,7.4
Scotland,U.A.E.,2016-02-04,T20I,ICCA Dubai,lost,9 runs,lost,2nd,139,9,20,6.95
Scotland,Netherlands,2016-02-05,T20I,ICCA Dubai,won,37 runs,won,1st,140,5,20,7
Netherlands,Scotland,2016-02-05,T20I,ICCA Dubai,lost,37 runs,lost,2nd,103,10,18.2,5.61
Sri Lanka,England,2021-11-01,T20I,Sharjah,lost,26 runs,won,2nd,137,10,19,7.21
P.N.G.,Ireland,2016-02-06,T20I,Townsville,lost,5 wickets,lost,1st,92,9,20,4.6
Ireland,P.N.G.,2016-02-06,T20I,Townsville,won,5 wickets,won,2nd,97,5,12.1,7.97
Ireland,P.N.G.,2016-02-07,T20I,Townsville,won,7 runs,lost,1st,96,5,11,8.72
P.N.G.,Ireland,2016-02-07,T20I,Townsville,lost,7 runs,won,2nd,89,9,11,8.09
P.N.G.,Ireland,2016-02-09,T20I,Townsville,won,11 runs,won,1st,116,8,20,5.8
Ireland,P.N.G.,2016-02-09,T20I,Townsville,lost,11 runs,lost,2nd,105,10,19.1,5.47
India,Sri Lanka,2016-02-09,T20I,Pune,lost,5 wickets,lost,1st,101,10,18.5,5.36
India,Sri Lanka,2016-02-12,T20I,Ranchi,won,69 runs,lost,1st,196,6,20,9.8
Sri Lanka,India,2016-02-12,T20I,Ranchi,lost,69 runs,won,2nd,127,9,20,6.35
Ireland,U.A.E.,2016-02-14,T20I,Abu Dhabi,won,34 runs,lost,1st,134,8,20,6.7
U.A.E.,Ireland,2016-02-14,T20I,Abu Dhabi,lost,34 runs,won,2nd,100,10,19.2,5.17
Sri Lanka,India,2016-02-14,T20I,Visakhapatnam,lost,9 wickets,lost,1st,82,10,18,4.55
India,Sri Lanka,2016-02-14,T20I,Visakhapatnam,won,9 wickets,won,2nd,84,1,13.5,6.07
U.A.E.,Ireland,2016-02-16,T20I,Abu Dhabi,won,5 runs,won,1st,133,7,20,6.65
Ireland,U.A.E.,2016-02-16,T20I,Abu Dhabi,lost,5 runs,lost,2nd,128,9,20,6.4
U.A.E.,Afghanistan,2016-02-19,T20I,Fatullah,won,16 runs,won,1st,176,4,20,8.8
Afghanistan,U.A.E.,2016-02-19,T20I,Fatullah,lost,16 runs,lost,2nd,160,10,19.5,8.06
Oman,Hong Kong,2016-02-19,T20I,Fatullah,won,5 runs,won,1st,180,5,20,9
Hong Kong,Oman,2016-02-19,T20I,Fatullah,lost,5 runs,lost,2nd,175,7,20,8.75
